,Date,Description,Location,Reference,Link,SourceID,Ref2,Ref3,Country,City,Original_Location,ApproximateLatLons
1248,07/07/1947,"(United Press) Mrs. Amy Herdliska reported to the police that she saw a ""mother"" saucer eject five small saucers above the mountains. The small discs scattered, returned to the mother disc and were seemingly absorbed by it. It was a bit like a mother hen and her chicks. (Internet, May 1997).","USA, Palmdale","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 53","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1248,,,USA,PALMDALE,"USA, Palmdale","(37.0902, -95.7129)"
1249,07/07/1947,"(United Press) General H. H. (Hap) Arnold, head of the armed forces during World War II, stated this day that the saucers are probably a development of American scientific research, but not yet perfected. He added that it could of course be foreign country's devices, which have escaped all control. Lastly, the general supposes that they are simply combat aircraft.","USA, Sonoma (California)","Internet, May 1997","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1249,,,USA,SONOMA (CALIFORNIA),"USA, Sonoma (California)","(37.0902, -95.7129)"
1250,07/06/1947,"Landing and ascent of a small disc. (1947, July 6th or 7th)","USA, Temple (Arizona)","Michel BOUGARD: ""From S.V. to UFOs"" - SOBEPS 1976 - p. 38","In the documents of the Project Blue Book, the folder referring to this case is empty!",Overmeire_1250,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",,USA,TEMPLE (ARIZONA),"USA, Temple (Arizona)","(37.0902, -95.7129)"
1251,07/07/1947,"The FBI office in New Orleans reported by telex on 7.7.47 that a small disc had been found. It had descended from the sky emitting smoke. The secret service of the army (G-2) of Barksdale was charged with retrieving it. It was a small flat disc 16 inches in diameter (40 cm) to which two small nozzles were applied. The G-2 of Barksdale had proposed to the FBI to take care of it themselves and the director (Hoover) was informed the next day, July 8, that the Milwaukee Sentinel and Milwaukee Journal had published the day before that Father Joseph Braskey had discovered a wooden saucer. The FBI could not fail to note that Braskey was a confirmed drinker and that he was telling any story and that there was no need to make a more thorough investigation.","USA, Shreveport, Louisiana","CENAP, ""Müll aus den Weltraum"" = Space Garbage","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1251,,,USA,"SHREVEPORT, LOUISIANA","USA, Shreveport, Louisiana","(37.0902, -95.7129)"
1252,07/07/1947,"Several witnesses saw several objects, some of which landed on rooftops. The witnesses saw ""little men"" who disappeared when the journalists arrived. (Inforespace #48 of 1979, p. 29) Two policemen observed bright discs in the sky, in an erratic course. At first the objects emitted red light, then it became purple before changing to blue-white and then back to red. They said that the ""central saucer"" acted as if commanding the others. Around it, smaller saucers seemed to enter and exit.","USA, Tacoma (Washington)","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 53","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1252,,,USA,TACOMA (WASHINGTON),"USA, Tacoma (Washington)","(37.0902, -95.7129)"
1253,07/07/1947,"Two teenagers who were fishing, observed around 3:30 pm, an object ""flat and reflective"" seeming to come towards them from the ocean. It quickly lost altitude and touched the water about 400 meters from the shore. The impact created a column of water. Then it floated on the surface before sinking. The two teenagers estimated the size to be that of a truck wheel.","USA, Fort Bragg (California)","Phenomena No. 35 of 1997, p. 9","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1253,,,USA,FORT BRAGG (CALIFORNIA),"USA, Fort Bragg (California)","(37.0902, -95.7129)"
1254,07/07/1947,"At the Rogers Airport in Springfield, three witnesses saw a ""flat"" and luminous object, bearing what looked like ""fins"". This object seemed to be constantly tumbling. This object followed Walker's plane, and when Walker finally turned towards the southwest, the object disappeared.","USA, Springfield (Missouri)","""UFO's: A century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 53","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1254,,,USA,SPRINGFIELD (MISSOURI),"USA, Springfield (Missouri)","(37.0902, -95.7129)"
1255,07/07/1947,"At 8:30 PM, John W. Hawkins and Virgil Ashley, sitting in Ashley's garden, saw a flying saucer pass by at very high speed, heading north. The saucer was luminous, silver in color. They estimated its altitude to be around 300 feet and they heard a faint buzzing sound.","USA, St Joseph, Missouri","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 57","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1255,,,USA,"ST JOSEPH, MISSOURI","USA, St Joseph, Missouri","(37.0902, -95.7129)"
1256,07/07/1947,"(The London Free Press, July 8) Three members of the James (Lucky) Ferguson family, 117 Langarth Avenue, Manor Park, saw the mysterious disc last night shortly after 8 pm. ""It seemed about as big as one of those weather balloons, but it was flat, like a frying pan,"" said Ferguson. ""It was silver and had a luminous halo on the sides and at the back there were dark markings, and like serrations. The back part was not as rounded as the front part. It was alone.""","CANADA, London (Hamilton)",Internet May 1997,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1256,,,CANADA,LONDON (HAMILTON),"CANADA, London (Hamilton)","(56.1304, -106.3468)"
1257,07/07/1947,The wife of a pastor had her attention drawn to the sky where she saw a black ring with cut edges flying through the air.,ENGLAND,"""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 53","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1257,,,ENGLAND,,ENGLAND,
1258,07/08/1947,"At 7:05am a private pilot observed something strange while flying over Cook Springs: a circular object with a polished mirror-like surface silhouetted against the mountains. He attempted to get closer, but the UFO's speed was so great that it quickly disappeared. (""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 57)  July 8, 1947; Muroc Air Base, California. 9:30 a.m. PDT. Witnesses: lst Lt. Joseph McHenry, T/Sgt Ruvolo, S/Sgt Nauman, Miss Janette Scotte. They observed for an indeterminate amount of time two silver, circular, metallic-appearing objects flying in large circles, later one of the two objects reduced its circular trajectory to a smaller circle. (Project Blue Book - cfr Don Berliner) July 9, 1947 (9??) Muroc Base, Mojave (California). At 9:30 in the morning at the canteen, an officer of the cantonment said: ""I will believe in these discs when one has been shown to me."" He went out and... first saw two moving at approx. 500 km/h at 2500 m altitude on a heading of 320°. He called other witnesses. Shortly afterwards he saw a third, on the same heading, describing reduced circles in a rigid plane.","USA, Cook Springs (Alabama)","J. Allen HYNEK: ""New Report on UFOs"" - Belfond 1979, pp. 95 to 97.","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1258,,,USA,COOK SPRINGS (ALABAMA),"USA, Cook Springs (Alabama)","(37.0902, -95.7129)"
1259,07/08/1947,"On July 8, 1947, at 11:50, we were in an observation car in Sector 3, Rogers Dry Lake, to follow two P-82s and an A-26, flying at 6000 meters which were to carry out an ejection seat test. We noticed a round object, the color of aluminum, which at first seemed to us to be a parachute. Our first impression was that an ejection seat had been prematurely ejected, but this was not the case. The object was below 6000 m and was falling at a speed about three times greater than that of the test parachute which we saw open 30 seconds after the discovery of the object. As it fell, it was moving slightly to the north of true west, against the prevailing wind. We were unable to determine the horizontal speed but it seemed to us to be lower than the maximum speed of an F-80. When the object reached an altitude allowing us to observe its lateral silhouette, it presented itself in a clearly oval shape with, at the top, two projections which could be thin ailerons or caboches. They crossed each other at intervals, suggesting a slow rotation or oscillation.” (July 8, 1947)","USA, Rogers Dry Lake (near Murdoc)","Edward J. Ruppelt: “Face aux Soucoupes Volantes”, ed. France-Empire 1958, p.35, 36","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1259,,,USA,ROGERS DRY LAKE (NEAR MURDOC),"USA, Rogers Dry Lake (near Murdoc)","(37.0902, -95.7129)"
1260,07/08/1947,"At 3:30 pm a very bright, oval-shaped object topped with a ""glass"" dome was flying in a north-west direction above the city.","USA, Seattle","""UFO's: A century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 62","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1260,,,USA,SEATTLE,"USA, Seattle","(37.0902, -95.7129)"
1261,07/08/1947,"40 miles south of Muroc, at 3:50 PM a P-51 pilot at an altitude of 20,000 feet saw an object without wings or tail, ""flat and reflecting nature"". He attempted to intercept it twice but could not reach the same altitude.","USA, 40 miles from Muroc","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 58","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1261,,,USA,40 MILES FROM MUROC,"USA, 40 miles from Muroc","(37.0902, -95.7129)"
1262,07/08/1947,B. Turrentine saw and photographed a UFO in the shape of a rugby ball spinning and swaying. Witnesses were extensively questioned by the FBI.,"USA, Norfolk (Virginia)",doc. FBI - Bruce Maccabee translated by Jean Sider,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1262,,,USA,NORFOLK (VIRGINIA),"USA, Norfolk (Virginia)","(37.0902, -95.7129)"
1263,01/01/1947,"A witness saw a silver saucer land. Out of it came a small pilot who was no more than 60 cm tall, with a round head the size of a basketball. This dwarf saluted the witness, went back into his craft and took off.","USA, Acres Home - Houston (Texas)","Inforespace n° 48 of 1979, p. 29","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1263,,,USA,ACRES HOME - HOUSTON (TEXAS),"USA, Acres Home - Houston (Texas)","(37.0902, -95.7129)"
1264,07/08/1947,"At 3:50 PM Lt. A.E. Mormant, flying his fighter at 20,000 feet, saw a flat, wingless, tailless UFO moving at 35,000 feet.","USA, Mt. Baldy (California)","doc. FBI - Bruce Maccabee, translated by Jean Sider","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1264,,,USA,MT. BALDY (CALIFORNIA),"USA, Mt. Baldy (California)","(37.0902, -95.7129)"
1265,07/08/1947,"A farmer observed a disk shaped like a huge pancake, something like a ray without a tail. The UFO seemed to be at 2000 feet altitude, flying at about 800 mph and had an estimated diameter of 20 or 30 feet. The object had two window-shaped openings. The body seemed to be metallic and had the luster and polish of stainless steel or aluminum. When the object had passed the witness, he heard for 3 or 4 seconds an almost inaudible sound. The object had several protuberances shaped like pipes and these emitted steam.","USA, Corapeak (North Carolina)","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 62","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1265,,,USA,CORAPEAK (NORTH CAROLINA),"USA, Corapeak (North Carolina)","(37.0902, -95.7129)"
1266,07/09/1947,"Mr. and Mrs. R.E. Lane were picking berries around 5 pm when they saw an object hovering a few meters above a stretch of sand. After about ten seconds the object disappeared, but a black substance and some metal fragments were found at the site. Analysis concluded that the metal was silver and the black substance was thorite with some impurities of iron, aluminum, and titanium.","USA, Midland (Michigan)","Michel BOUGARD: ""Des S.V. aux OVNI"" - SOBEPS 1976 - p. 40, 41","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1266,,,USA,MIDLAND (MICHIGAN),"USA, Midland (Michigan)","(37.0902, -95.7129)"
1267,07/09/1947,"12:15 p.m. PDT. Witness: Idaho aviation editor and former AAF B-29 pilot Dave Johnson. After three days of aerial searches, he concentrated his gaze on the object and saw it maneuvering so that its edge was presented to him. At that moment it sparkled once in the sunlight. It then seemed to execute a maneuver resembling a roll or barrel roll, which instead of completing, stopped at around 180°. At that precise moment he lost sight of it. He forgot to look at his watch to determine the exact moment he saw the object, but immediately afterwards he called the Civil Aviation Weather Service which recorded his communication at 12:17 p.m. (July 9, 1947)","Boise, Idaho","Brad STEIGER: ""UFO, the Project Blue Book"" - translated by Belfond 1979 - pp. 39,40; Project Blue Book - cfr Don Berliner","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1267,,,BOISE,IDAHO,"Boise, Idaho",
1268,07/09/1947,"At around 8 PM T. A. Smith saw a flying disc heading southeast. He said the phenomenon looked like a whirling washing tub. He also noted that the object was emitting sparks, which was confirmed by another witness.","USA, Llano (Texas)","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 64","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1268,,,USA,LLANO (TEXAS),"USA, Llano (Texas)","(37.0902, -95.7129)"
1269,07/10/1947,"At 12:18 EST, V2 #29 was launched, reaching only 16 km in altitude, radio cut-off","USA, White Sands","GESAG, Launches, Ley 1958, General Electric 09/1952",emergency,Overmeire_1269,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",,USA,WHITE SANDS,"USA, White Sands","(37.0902, -95.7129)"
1270,07/10/1947,"At 1:20 PM George Dey and Roy Wilson reported seeing flying saucers west of Buhl above Joel Hart's farm. They said that at first the objects were luminous and flying in formation, then they scattered. [note from vog: could they not have seen the V2 launched an hour earlier?]","USA, west of Buhl (Idaho)","""UFO's: A century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 64","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1270,,,USA,WEST OF BUHL (IDAHO),"USA, west of Buhl (Idaho)","(37.0902, -95.7129)"
1271,07/10/1947,"George Vance observed at 4:30 PM ""a round turtle-backed object"" shining intensely while flying in a straight line.","USA, Logan, West Virginia","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 64","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1271,,,USA,"LOGAN, WEST VIRGINIA","USA, Logan, West Virginia","(37.0902, -95.7129)"
1272,07/10/1947,"A 17-inch diameter disc (42.5 cm) was found. It was apparently made of cardboard and painted with silver enamel. In the center of the disc there was a small pipe and a small motor and on the side a propeller. This ""UFO"" was requisitioned by a colonel of the civil guard, but seeing the ""toy"" the FBI did not want it.","USA, Black River Falls, Wisconsin","CENAP: ""Mülle aus den Weltraum"" - space junk -","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1272,,,USA,"BLACK RIVER FALLS, WISCONSIN","USA, Black River Falls, Wisconsin","(37.0902, -95.7129)"
1273,07/10/1947,"Astronomer Lincoln La Paz, accompanied by his wife and two daughters, was travelling from Clovis to Clines Corners when they all noticed a curious bright object almost motionless in the sky amidst thin clouds, around 4:50 PM. This object was ellipsoidal and began to climb slowly before disappearing behind a cloud. It reappeared a few seconds later, but much higher, which made Dr. La Paz think he had just encountered a brand new aerial invention. (Michel BOUGARD: ""Des S.V. aux OVNI"" - SOBEPS 1976 - p. 41) At 4:47 (...) luminous, a bit less white than Jupiter in dark weather (...) The object was visibly trembling (...) The object was between 30 and 50 km away, was between 55 and 80 m long and between 20 and 30 m high, its horizontal speed was between 150 and 250 km/h, its vertical elevation between 800 and 1500 per hour. It was moving in an oscillating manner (...) (Leslie Adams and George Adamski: ""Les S. V. ont atterri"" - J'ai Lu 1971, p. 44 à 46) At 4:47 a renowned astronomer (whose identity is not mentioned in the magazine ""Life"" where the author drew the article from) accompanied by two of his teenage daughters saw an elliptical object very high among the clouds (note from vog: still the V2?) The astronomer, using his pencil to determine the apparent size, estimated that the object was at a distance between 20 and 30 miles from his position, elliptical and rigid, 160 feet long, 65 feet wide, flying at 120 to 180 mph horizontally or 600 to 900 mph vertically. It was silent (??? note from vog: I'll believe it, at that distance!) luminous through the clouds, with a slightly undulating movement, without a condensation trail. The observation lasted 2 minutes 30.","USA, between Clovis and Clines (New Mexico) Fort Summer","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 64","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1273,,,USA,BETWEEN CLOVIS AND CLINES (NEW MEXICO) FORT SUMMER,"USA, between Clovis and Clines (New Mexico) Fort Summer","(37.0902, -95.7129)"
1274,07/10/1947,Two silver discs shaped like saucers with a dome on the upper part passed slowly over the city on a clear day.,"USA, Cheyenne (Wyoming)","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 64","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1274,,,USA,CHEYENNE (WYOMING),"USA, Cheyenne (Wyoming)","(37.0902, -95.7129)"
1275,07/10/1947,"Smith Tarrant, who had been a colonel in the Air Force, saw from the doorway of a store two flying saucers at about 1500 feet altitude, flying in a straight line at a speed of 200 to 250 mph. They left his view to the south after a three minute observation, during which he heard no sound, nor did he perceive any exhaust trail, or any visible means of propulsion.","USA, Temple (Texas)","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 64","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1275,,,USA,TEMPLE (TEXAS),"USA, Temple (Texas)","(37.0902, -95.7129)"
1276,07/10/1947,"Sixty people at the local ice cream parlor at the John Cox farm saw groups of flying saucers flying in pairs or threes from north to south. Some flew alone, but most were in formation. The same kind of observation was made by Mr. and Mrs. Dykes and Mr. and Mrs. Van Buren and their family as they drove on Highway 65. The sight of this phenomenon caused all these people to pull over to the side of the road where they were joined by other stunned motorists.","USA, in Missouri","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 64","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1276,,,USA,IN MISSOURI,"USA, in Missouri","(37.0902, -95.7129)"
1277,07/10/1947,"At 7 PM, Ray Carpenter and his wife saw a luminous object in a bank of dark clouds. A former director of the Wolf Point aerodrome, Carpenter estimated the size of the object to be that of a private plane flying very fast.","USA, near Brockton (Montana)","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 65","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1277,,,USA,NEAR BROCKTON (MONTANA),"USA, near Brockton (Montana)","(37.0902, -95.7129)"
1278,07/10/1947,"At 8:00 PM a pilot from the ""Lee Geophysical Company"" saw a luminous craft fly south. An independent witness, J.C. Penman, saw instead ""a round fluorescent lamp"" heading northeast. (""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 65)  July 10, 1947; Harmon Field, Newfoundland, Canada. Between 3 and 5 PM local time. Witnesses: three crew members and Mr. Leidy, of Pan American Airways, observed for a short time a translucent disc, or wheel-shaped, flying rapidly and leaving a dark blue trail, before making its way through the clouds. (Project Blue Book - cfr Don Berliner). At 5 PM, civilian navigators saw a UFO similar to a truck wheel at 10,000 feet. Photo taken of some kind of smoke trail. Around 11:15 PM, several witnesses in St. Jean saw round and luminous UFOs.","USA, Tulsa (Oklahoma)","doc. FBI - Bruce Maccabee, translated by Jean Sider","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1278,,,USA,TULSA (OKLAHOMA),"USA, Tulsa (Oklahoma)","(37.0902, -95.7129)"
1279,07/10/1947,"At around 7:30 pm my wife told me she had seen an object in the sky. It was entering the clouds at an indeterminate altitude, shining like a star or like a mirror reflecting the sun. When it went into the shade it became dark and round or oval. There was no sound coming from the object which was the size of an airplane. It stayed in view for four minutes and then disappeared towards the southeast.""","NORWAY, near Skotfoss","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 66","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1279,,,NORWAY,NEAR SKOTFOSS,"NORWAY, near Skotfoss",
1280,07/11/1947,"At 2:20 AM the inhabitants of Codroy saw a flying saucer with a conical tail. The object was very bright, in yellow tones and left a yellowish trail. It flew extremely fast, coming from the northwest and heading east at an altitude of about 6000 feet.","CANADA, Codroy","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 65","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1280,,,CANADA,CODROY,"CANADA, Codroy","(56.1304, -106.3468)"
1281,07/11/1947,"Johnny Johnson, working for the E. L. Mansure company, tried in vain to shoot down the ""flying saucers"". He was at his home and sleeping, when his wife, who was returning from church around 10 pm with neighbors, came to wake him up to tell him that there were ""strange objects"" in the air. He took his gun and fired several shots at the saucers, in the hope of shooting one down. They were flying at low altitude, were circular, and continued to fly over the area for half an hour. Unable to reach them, Johnson eventually went back to bed.","USA, Brush (Virginia)","Source: Bluefield, West Virginia SUNSET NEWS, 12 July 1947, Page 1. Edition I and Edition II. ""Learns Shots Can't Ground Flying Discs - cfr Jan Aldrich","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1281,,,USA,BRUSH (VIRGINIA),"USA, Brush (Virginia)","(37.0902, -95.7129)"
1282,07/11/1947,"The Associated Press reported this: ""Two pilots flying at 1000 feet about 10 miles south of High Point saw at 7:20 pm 'a ball of fire..' 'A huge object flying at very high speed..' A flash of light to the left of their plane made them look in that direction. They then saw a huge object, rounded on top, with a black band outlining the central part, flying at an incredible speed towards the north. The base of the object was rotating, and regularly there was a fire emission coming from it, as if it was a jet. The pilot had turned to get closer to this 'thing', but his maneuver was not yet finished when the object passed him and disappeared in the direction of the north, towards Winston-Salem, on a trajectory that passed through High Point and Thomasville."" (July 11, 1947)","USA, High Point (North Carolina)","Wilmington, (NC) MORNING STAR, 13 July 1947, Page 1 ""YEP, THEY'RE REPORTED AGAIN'"" - Jan Aldrich","Investigator's note: The two pilots, Ed Lewis and Dick Milsaps, would have collaborated together on a local magazine ""Southern Wings"", one being the author, the other the editor, but Bullard and Aldrich's investigation could not find any trace of the magazine or the pilots.",Overmeire_1282,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",,USA,HIGH POINT (NORTH CAROLINA),"USA, High Point (North Carolina)","(37.0902, -95.7129)"
1283,07/11/1947,"At 10:00 GMT in the morning, accompanying a Viking transport to Argentina, Captain Norman E. Waught of London Airwork Ltd was at approximately 8000 feet when he saw ahead of him at a higher altitude, an elongated, tadpole-shaped object flying at 16000 feet. First Officer Peter Roberts and Radio Officer Stuart Chinneck confirmed that the object was grayish and of an unusual shape. At one point they were 5 or 6 miles away from the UFO, which then passed by their aircraft at an enormous speed leaving a trail of vapor. The crew estimated the speed of the object to be 6000mph and 7000 feet above them.","ATLANTIC, Bay of Biscay","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 67","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1283,,,ATLANTIC,BAY OF BISCAY,"ATLANTIC, Bay of Biscay",
1284,07/12/1947,A man reported the observation at noon of an orange ball flying and making a humming sound above Silver Lake.,"USA, Silver Lake (Washington)","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 68","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1284,,,USA,SILVER LAKE (WASHINGTON),"USA, Silver Lake (Washington)","(37.0902, -95.7129)"
1285,07/13/1947,"Several witnesses saw at 7 pm above Baker Valley, a round object moving in a yo-yo pattern. Among them were pilots who attempted to intercept it in vain.","USA, Wingville (Oregon)","""UFO's: A Century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 68","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1285,,,USA,WINGVILLE (OREGON),"USA, Wingville (Oregon)","(37.0902, -95.7129)"
1286,07/16/1947,"Mr. C. Arnell found in his garden the debris of an American weather balloon, a ""US Army Signal Corps weather balloon"" which had probably been launched from an airport in the state of Washington. There were rubber pieces, a parachute like crepe paper, bright red in color. A complex mechanism was enclosed in a semblance of a box, weighing not 1 kilogram. Other similar balloon debris had already been found in various places on Vancouver Island.","CANADA, Vancouver Island (BC)",Press clippings - cfr Jan Aldrich,"[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1286,,,CANADA,VANCOUVER ISLAND (BC),"CANADA, Vancouver Island (BC)","(56.1304, -106.3468)"
1287,07/17/1947,Between 2:45 PM and 3:00 PM several objects appear at different altitudes above Helena. But it is possible that it was a balloon release as the military did at that time.,"USA, Helena (Montana)","""UFO's: A century of Sightings"" by Michael David Hall, Galde Press Inc. 1999, p. 68","[_Mini catalogue chronologique des observations OVNI_, by Godelieve Van Overmeire](https://web.archive.org/web/20060107070423/http://users.skynet.be/sky84985/chrono.html)",Overmeire_1287,,,USA,HELENA (MONTANA),"USA, Helena (Montana)","(37.0902, -95.7129)"
